id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.107 1						
152924	xxxxxxxxxxxxxxxw	xxxxxxxxxxxxxxxw				DULAT: NOT FOUND
152925	bxx	bxx				DULAT: NOT FOUND
152926	hlxxxx	hlxxxx				DULAT: NOT FOUND
# KTU 1.107 2						
152927	xxxxxxxxxˤrt	xxxxxxxxxˤrt				DULAT: NOT FOUND
152928	ilm	il(I)/m	ỉl (I)	n.	god	
152929	rbm	rb(I)/m	rb (I)	adj.	great	
152930	nˤlxxxmr	nˤlxxxmr				DULAT: NOT FOUND
# KTU 1.107 3						
152931	xxxxxx	xxxxxx				
152932	wxrṣ	wxrṣ				DULAT: NOT FOUND
152933	bdh	bd(IV)+h	bd (IV)	prep.	into the hands of	
152934	ydrm	ndr[+m(I)	/n-d-r/	vb	to make a vow	
152934	ydrm	ydrm/	ydrm	PN	ydrm	
152935	pit	pit/	pỉt	n.	temple	
152936	adm	adm(I)/	ảdm (I)	n.	man	
152936	adm	(ʔ&adm[	/ʔ-d-m/	vb G	to be	
# KTU 1.107 4						
152937	xxxxxxiṯx	xxxxxxiṯx				DULAT: NOT FOUND
152938	yšql	ql[ql	/q-l/	vb	to fall (down)	
152939	yṯkxxxn	yṯkxxxn				DULAT: NOT FOUND
152940	pbl	pbl/	pbl	PN	pbl	
152941	hn	hn	hn	deictic functor/adv.	behold!	
# KTU 1.107 5						
152942	xxxxxxṭbt	xxxxxxṭbt				DULAT: NOT FOUND
152943	pẓr	pẓr[	/p-ẓ-r/	vb G	to free	
152944	pẓrr	pẓrr				DULAT: NOT FOUND
152945	p	p(I)	p (I)	conj. functor	and	
152945	p	p(III)/	p (III)	n. m.	mouth	
152945	p	p(II)	p (II)	adv.	here	
152946	nḥš	nḥš/	nḥš	n.	serpent	
# KTU 1.107 6						
152947	xxxxxq	xxxxxq				DULAT: NOT FOUND
152948	nṯk	nṯk(II)/	nṯk (II)	n.	bite	
152948	nṯk	nṯk(I)/	nṯk (I)	n.	biter	
152948	nṯk	nṯk[	/n-ṯ-k/	vb G	to bite	
152949	l	l(I)	l (I)	prep.	to	
152949	l	l(II)	l (II)	adv.	no	
152949	l	l(III)	l (III)	functor	certainly	
152950	ydˤ	!y!(ydˤ(I)[	/y-d-ʕ/ (I)	vb G	to know	
152951	l	l(I)	l (I)	prep.	to	
152951	l	l(II)	l (II)	adv.	no	
152951	l	l(III)	l (III)	functor	certainly	
152952	bn	bn(I)/	bn (I)	n.	son	
152952	bn	bn(II)	bn (II)	prep.	between	
152952	bn	bn[	/b-n/	vb G	to understand	
152953	l	l(I)	l (I)	prep.	to	
152953	l	l(II)	l (II)	adv.	no	
152953	l	l(III)	l (III)	functor	certainly	
152954	pq	pq[	/p-q/	vb G	to obtain	
152955	ḥmt	ḥmt(III)/	ḥmt (III)	n.	venom	
152955	ḥmt	ḥmt(I)/	ḥmt (I)	n.	wall	
# KTU 1.107 7						
152956	xxxxxxnh	xxxxxxnh				DULAT: NOT FOUND
152957	ḥmt	ḥmt(III)/	ḥmt (III)	n.	venom	
152957	ḥmt	ḥmt(I)/	ḥmt (I)	n.	wall	
152958	w	w	w	conj.	and	
152959	tˤbtnh	tˤbtnh				DULAT: NOT FOUND
152960	abdy	abdy/	ảbdy	n.	ruin	
# KTU 1.107 8						
152961	npl	npl[	/n-p-l/	vb G	to fall	
152962	b	b	b	prep.	in	
152963	šr	šr(II)/	šr (II)	n.	musician	
152963	šr	šr(I)[	/š-r/ (I)	vb G	to sing	
152963	šr	šr(III)/	šr (III)	n.	Prince	
152964	šrġzz	šrġzz/	šrġzz	DN	the Devil is a munificent one	
152965	ybky	!y!bky[	/b-k-y/	vb G	to weep	
152966	km	k(III)	k (III)	functor	when	
152966	km	k(I)	k (I)	prep.	like	
152966	km	k(IV)	k (IV)	adv.	thus	
152966	km	km	km	prep./conj./adv.		
152966	km	+km, +km=	-km			
152967	nˤr	nˤr(I)/	nʕr (I)	n.	boy	
152967	nˤr	!n!](n]ˤr[	/ʕ-r/	vb G/N	to become agitated	
# KTU 1.107 9						
152968	w	w	w	conj.	and	
152969	ydmˤ	!y!dmˤ[	/d-m-ʕ/	vb G	to shed tears	
152970	km	k(III)	k (III)	functor	when	
152970	km	k(I)	k (I)	prep.	like	
152970	km	k(IV)	k (IV)	adv.	thus	
152970	km	km	km	prep./conj./adv.		
152970	km	+km, +km=	-km			
152971	ṣ	mḫṣ[	/m-ḫ-ṣ/	vb G	to wound	
152972	ġr	ġr(I)/	ġr (I)	n.	mountain	
152972	ġr	ġr(III)/	ġr (III)	n.	skin	
152973	špš	špš/	špš	n.	sun	
152974	b	b	b	prep.	in	
152975	šmm	šm(m(I)/m	šmm (I)	n. pl. tant.	heavens	
