id	surface form	morphological parsing	DULAT	POS	gloss	comments
135575	arṣ	arṣ/	ảrṣ	n.	earth	
# KTU 1.1 II:11						
135576	x	x				
135577	špm	šp/m	šp	n.	dune	
135578	ˤdb	ˤdb[	/ʕ-d-b/	vb G	to leave > to put in	
# KTU 1.1 II:12						
135579						
135580	tˤtqn	!t!ˤtq[n	/ʕ-t-q/	vb G	to pass	
# KTU 1.1 II:13						
135581	šb	šb/	šb	n.	old man	
135582	ilk	il(I)/+k	ỉl (I)	n.	god	
135582	ilk	ilk/	ỉlk	PN	ỉlk	
# KTU 1.1 II:14						
135583	in	in/	ỉn	n.	lack of	
135584	bb	bb/	bb	PN	bb	
135585	b	b	b	prep.	in	
135586	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
135586	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
135587	ḥẓr	ḥẓr/	ḥẓr	n.	mansion	
# KTU 1.1 II:15						
135588	l	l(I)	l (I)	prep.	to	
135589	pˤn	pˤn/	pʕn	n. f.	at the feet of	
135590	ˤnt	ˤn(I)/t=	ʕn (I)	n.	eye	
135590	ˤnt	ˤn(t(I)/t	ʕnt (I)	DN	ʿAnatu/Anat	
135590	ˤnt	ˤnt(II)	ʕnt (II)	adv.	now	
# KTU 1.1 II:16						
135591	yhbr	!y!hbr[	/h-b-r/	vb G	to bow	
135592	w	w	w	conj.	and	
135593	yql	!y!ql[	/q-l/	vb G	to fall (down)	
135594	yštḥwyn	!y!]š]]t]ḥwy(II)[n	/ḥ-w-y/ (II)	vb Št	to prostrate oneself	
135595	w	w	w	conj.	and	
135596	y	+y, [y	-y (I)	prep. functor	my	
135596	y	~y	-y (II)	prep. functor	indeed	
135596	y	y	y	prep. functor	oh!	
# KTU 1.1 II:17						
135597	kbdnh	kbd(II)/+nh	kbd (II)	n.	total (quantity or price), ?	
135597	kbdnh	kbd(I)&n/+h	kbd (I)	n.	liver	
135597	kbdnh	kbd(I)/+nh	kbd (I)	n.	liver, ?	
135598	yšu	!y!(nš(ʔ[&u	/n-š-ʔ/	vb G	to raise	
135599	gh	ytn[	/y-t-n/	vb	to give	
135599	gh	g/+h	g	n.	(loud) voice	
135600	w	w	w	conj.	and	
135601	yṣḥ	!y!ṣḥ[	/ṣ-ḥ/	vb G	to exclaim	
135602	tḥm	tḥm/	tḥm	n.	message	
# KTU 1.1 II:18						
135603	ṯr	ṯr(I)/	ṯr (I)	n. m.	bull	
135604	il	il(I)/	ỉl (I)	DN	ʾIlu/Ilu/El	
135605	abk	ab/+k	ảb	n.	father	
135606	hwt	hwt(I)/	hwt (I)	n.	word	
135607	lṯpn	lṯpn				DULAT: NOT FOUND
135608	ḥtkk	ḥt(I)/+k	ḥtk (I)	n.	ruler > progenitor	
135608	ḥtkk	ḥt(III)/+k	ḥtk (III)	n.	sovereignty	
# KTU 1.1 II:19						
135609	qryy	qry[y	/q-r-y/	vb G	to meet	
135610	b	b	b	prep.	in	
135611	arṣ	arṣ/	ảrṣ	n.	earth	
135612	mlḥmt	mlḥmt/	mlḥmt	n.	war	
135613	št	št[:pass	/š-t/	vb G/Gpass	to place	
135613	št	št(II)/	št (II)	n.	raíz	
135613	št	št(I)/	št (I)	n.	base	
135614	bˤp	bˤp				DULAT: NOT FOUND
# KTU 1.1 II:20						
135615	rm	rm(I)/	rm (I)	adj.	high	
135615	rm	rm[	/r-m/	vb G	to go up	
135615	rm	rm(II)/	rm (II)	n.	erection	
135616	ddym	ddy(m/m	ddym	n. pl. tant.	harmony	
135617	sk	sk(I)/	sk (I)	n.	coverlet	
135618	šlm	šlm(I)/	šlm (I)	n.	peace	
135618	šlm	šlm[:d	/š-l-m/	vb G/D	to be well	
135618	šlm	šlm(III)/	šlm (III)	adj.	pure	
135619	l	l(I)	l (I)	prep.	to	
135620	kbd	kbd(I)/	kbd (I)	n.	within	
135621	arṣ	arṣ/	ảrṣ	n.	earth	
# KTU 1.1 II:21						
135622	arbdd	arbdd/	ảrbdd	n.	rest	
135623	l	l(I)	l (I)	prep.	to	
135624	kbd	kbd(I)/	kbd (I)	n.	within	
135625	šdm	šd(I)/m	šd (I)	n.	open field	
135626	ḥšk	ḥšk[	/ḥ-š-k/	vb G	to seize	
# KTU 1.1 II:22						
135627	ˤṣk	ˤṣ/+k	ʕṣ	n.	tree	
135628	ˤbṣk	ˤbṣ(I)/+k	ʕbṣ (I)	n.	mace	
135629	ˤmy	ˤm(I)+y	ʕm (I)	prep.	to	
135630	pˤnk	pˤn/+k	pʕn	n.	foot	
135631	tlsmn	!t!lsm[n	/l-s-m/	vb G	to run	
# KTU 1.1 II:23						
135632	ˤmy	ˤm(I)+y	ʕm (I)	prep.	to	
135633	twtḥ	!t!w]t]ḥ(y[	/w-ḥ-y/	vb Gt	to hasten	
135634	išdk	išd/+k	ỉšd	n.	leg	
135635	tk	tk/	tk	n.	centre	
135636	ḫršn	ḫršn(I)/	ḫršn (I)	n.	(divine) mountain	
# KTU 1.1 II:24						
135637	bdk	bd(IV)+k	bd (IV)	prep.	into the hands of	
135638	spr	spr(II)/	spr (II)	n.	tablet / register	
135638	spr	spr[:d	/s-p-r/	vb G/D	to count	
135638	spr	spr(I)/	spr (I)	n.	scribe	
# KTU 1.1 II:25						
135639	ymnk	ymn(I)/+k	ymn (I)	n.	right (side)	
# KTU 1.1 II:26						
135640	x	x				
# KTU 1.1 II:27						
135641	x	x				
# KTU 1.1 III:1						
135642	kptr	kptr/	kptr	TN	Crete	
135643	ksu	ksu				DULAT: NOT FOUND
135644	ṯbth	ṯbt/h	ṯbt	n.	seat	
135645	ḥkpt	ḥkpt/	ḥkpt	TN	ḥkpt	
135646	arṣ	arṣ/	ảrṣ	n.	earth	
135647	nḥlth	nḥlt/+h	nḥlt	n.	property	
# KTU 1.1 III:2						
135648	b	b	b	prep.	in	
135649	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
135649	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
135650	šd	šd(I)/	šd (I)	n.	open field	
135650	šd	šd(II)/	šd (II)	n.	a strip	
135650	šd	šdy[	/š-d-y/	vb G	to pour	
135651	rbt	rb(I)/t	rb (I)	adj. f.	great	
135651	rbt	rbt/	rb(b)t	num.	ten thousand	
135651	rbt	rbt(I)/	rbt (I)	n.	Lady	
135652	kmn	kmn(II)/	kmn (II)	n.	cumin	
135652	kmn	kmn(I)/	kmn (I)	n.	acre	
135653	l	l(I)	l (I)	prep.	to	
135654	pˤn	pˤn/	pʕn	n. f.	at the feet of	
135655	kṯr	kṯr(III)/	kṯr (III)	DN/element of DN	Koṯaru/Kothar	
# KTU 1.1 III:3						
135656	hbr	hbr[	/h-b-r/	vb G	to bow	
135657	w	w	w	conj.	and	
135658	ql	ql[	/q-l/	vb G	to fall (down)	
135658	ql	ql(I)/	ql (I)	n.	voice	
135659	tštḥwy	!t!]š]]t]ḥwy(II)[	/ḥ-w-y/ (II)	vb Št	to prostrate oneself	
135660	w	w	w	conj.	and	
135661	kbd	kbd(II)/	kbd (II)	n.	total (quantity or price)	
135661	kbd	kbd(I)/	kbd (I)	n. f.	liver	
135661	kbd	kbd[:d	/k-b-d/	vb D	to honour	
135662	hwt	hwt(I)/	hwt (I)	n.	word	
# KTU 1.1 III:4						
135663	w	w	w	conj.	and	
135664	rgm	rgm[	/r-g-m/	vb G	to say	
135664	rgm	rgm/	rgm	n.	word	
135665	l	l(I)	l (I)	prep.	to	
135665	l	l(III)	l (III)	functor	certainly	
135666	kṯr	kṯr(III)/	kṯr (III)	DN/element of DN	Koṯaru/Kothar	
135667	w	w	w	conj.	and	
135668	ḫss	ḫss/	ḫss	element of DN	Ḫasisu/Khasis	
135669	ṯny	ṯny[	/ṯ-n-y/	vb G	to repeat	
135670	l	l(I)	l (I)	prep.	to	
135670	l	l(III)	l (III)	functor	certainly	
135671	hyn	hy/+n	hy	pers. pn.	she	
135671	hyn	hyn/	hyn	DN	Hayyānu/alt. name of the god kṯr (Kothar)	
# KTU 1.1 III:5						
135672	d	d	d	det. or rel. functor	the one(s) of	
135673	ḥrš	ḥrš(I)/	ḥrš (I)	n.	craftsman	
135674	ydm	yd(I)/m	yd (I)	n. du.	hand	
135675	tḥm	tḥm/	tḥm	n.	message	
135676	ṯr	ṯr(I)/	ṯr (I)	n. m.	bull	
135677	il	il(I)/	ỉl (I)	DN	ʾIlu/Ilu/El	
135678	ab	ab/	ảb	n.	father	
# KTU 1.1 III:6						
135679	hwt	hwt(I)/	hwt (I)	n.	word	
135680	lṯpn	lṯpn				DULAT: NOT FOUND
135681	ḥtk	ḥtk(II)/	ḥtk (II)	n.	lineage	
# KTU 1.1 III:7						
135682	yh	!y!(yh[	/y-h(-y)/	vb G	to wane	
135683	kṯr	kṯr(III)/	kṯr (III)	DN/element of DN	Koṯaru/Kothar	
135684	bn	bn(I)/	bn (I)	n.	son	
135684	bn	bn(II)	bn (II)	prep.	between	
135684	bn	bn[	/b-n/	vb G	to understand	
# KTU 1.1 III:8						
135685	št	št[:pass	/š-t/	vb G/Gpass	to place	
135686	l	l(I)	l (I)	prep.	to	
135686	l	l(III)	l (III)	functor	certainly	
135687	skt	sk(II)/t=	sk (II)	n.	den	
135688	n	~n	-n (I)	encl. morph.		
135688	n	[n, [n=	-n (II)	suffixed pn. morph. used with vb	me/to me	
135688	n	+n, +n=	-n (III)	suff. pn. morph. 1.p.pl.	our/us	
135688	n		-n (IV)	contracted suff. pn. morph. used with a vb	him/her/it	
# KTU 1.1 III:9						
135689	ˤdb	ˤdb[	/ʕ-d-b/	vb G	to leave > to put in	
135690	b	b	b	prep.	in	
135691	ġrt	ġrt(I)/	ġrt (I)	n.	rock	
135692	ṯbt	ṯbt/	ṯbt	n.	seat	
# KTU 1.1 III:10						
135693	ḥšqk	ḥšqk				DULAT: NOT FOUND
135694	ˤṣk	ˤṣ/+k	ʕṣ	n.	tree	
135695	ˤbṣk	ˤbṣ(I)/+k	ʕbṣ (I)	n.	mace	
135696	ˤmy	ˤm(I)+y	ʕm (I)	prep.	to	
135697	pˤnk	pˤn/+k	pʕn	n.	foot	
135698	tlsmn	!t!lsm[n	/l-s-m/	vb G	to run	
# KTU 1.1 III:11						
135699	ˤmy	ˤm(I)+y	ʕm (I)	prep.	to	
135700	tkwtḥ	tkwtḥ				DULAT: NOT FOUND
135701	išdk	išd/+k	ỉšd	n.	leg	
135702	tk	tk/	tk	n.	centre	
135703	ḫršn	ḫršn(I)/	ḫršn (I)	n.	(divine) mountain	
# KTU 1.1 III:12						
135704	ġr	ġr(I)/	ġr (I)	n.	mountain	
135705	ks	ks(I)/	ks (I)	n.	cup	
135705	ks	ks/	ks/śm(n)	n.	emmer-corn	
135706	dm	dm(II)/	dm (II)	n. m.	blood	
135706	dm	dm(I)	dm (I)	functor	since	
135707	rgm	rgm[	/r-g-m/	vb G	to say	
135707	rgm	rgm/	rgm	n.	word	
135708	iṯ	iṯ(I)/	ỉṯ (I)	n.	presence	
135709	ly	l(I)+y	l (I)	prep.	to	
135710	w	w	w	conj.	and	
135711	argmk	!(ʔ&a!rgm[k	/r-g-m/	vb	to say	
# KTU 1.1 III:13						
135712	hwt	hwt(I)/	hwt (I)	n.	word	
135713	wṯaṯnyk	wṯaṯnyk				DULAT: NOT FOUND
135714	rgm	rgm[	/r-g-m/	vb G	to say	
135714	rgm	rgm/	rgm	n.	word	
135715	ˤṣ	ˤṣ/	ʕṣ	n.	tree	
135716	w	w	w	conj.	and	
135717	lḫšt	lḫšt/	lḫšt	n.	chatter	
135718	abn	ab/+n	ảb	n.	father	
135718	abn	abn/	ảbn	n.	stone	
135718	abn	!(ʔ&a!bn[	/b-n/	vb G	to understand	
# KTU 1.1 III:14						
135719	tunt	tunt				DULAT: NOT FOUND
135720	šmm	šm(m(I)/m	šmm (I)	n. pl. tant.	heavens	
135721	ˤm	ˤm(I)	ʕm (I)	prep.	to	
135722	arṣ	arṣ/	ảrṣ	n.	earth	
135723	thmt	thmt/	thmt	n.	Primordial Ocean	
135724	ˤmn	ˤm(I)+n	ʕm (I)	prep.	to	
135725	kbkbm	kbkb/m	kbkb	n.	heavenly body	
# KTU 1.1 III:15						
135726	rgm	rgm[	/r-g-m/	vb G	to say	
135726	rgm	rgm/	rgm	n.	word	
135727	l	l(I)	l (I)	prep.	to	
135727	l	l(II)	l (II)	adv.	no	
135727	l	l(III)	l (III)	functor	certainly	
135728	tdˤ	ydˤ(I)[	/y-d-ʕ/ (I)	vb G	to know	
135729	nšm	nš(m/m	nšm	n. pl. tant.	people	
135730	w	w	w	conj.	and	
135731	ltbn	ltbn				DULAT: NOT FOUND
135732	hmlt	hmlt/	hmlt	n.	multitude	
135733	arṣ	arṣ/	ảrṣ	n.	earth	
# KTU 1.1 III:16						
135734	at	at(I)	ảt (I)	pers. pn.	you	
135735	w	w	w	conj.	and	
135736	ank	ank	ảnk	pers. pn.	I	
135737	ibġyh	!(ʔ&i!bġy[h:d	/b-ġ-y/	vb G/D	to reveal	
# KTU 1.1 III:17						
135738	w	w	w	conj.	and	
135739	yˤn	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G	to answer	
135739	yˤn	!y!ˤn[:d	/ʕ-n/	vb G/D	to see	
135739	yˤn	!y!ˤn(w[:pass	/ʕ-n-w/	vb G/Dpass	to be / remain depressed	
135740	kṯr	kṯr(III)/	kṯr (III)	DN/element of DN	Koṯaru/Kothar	
135741	w	w	w	conj.	and	
135742	ḫss	ḫss/	ḫss	element of DN	Ḫasisu/Khasis	
135743	lk	l(I)+k	l (I)	prep.	to	
135744	lk	l(I)+k	l (I)	prep.	to	
135745	ˤnn	ˤn(I)/	ʕn (I)	n. du.	eye	
135745	ˤnn	ˤnn/	ʕnn	n.	manservant	
135746	ilm	il(I)/m	ỉl (I)	n.	god	
# KTU 1.1 III:18						
135747	atm	at(I)	ảt (I)	pers. pn.	you	
135747	atm	ʔtw[	/ʔ-t-w/	vb G	to come	
135747	atm	atm	ảtm	pers. pn.	you	
135748	bštm	bš[tm	/b-š/	vb G	to go slowly	
135749	w	w	w	conj.	and	
135750	an	an(I)	ản (I)	pers. pn.	I	
135750	an	an(II)	ản (II)	adv.	wherever	
135751	šnt	šnt(I)/	šnt (I)	n.	year	
135752	b	b	b	prep.	in	
135753	kptr	kptr/	kptr	TN	Crete	
# KTU 1.1 III:19						
135754	l	l(I)	l (I)	prep.	to	
135754	l	l(II)	l (II)	adv.	no	
135754	l	l(III)	l (III)	functor	certainly	
135755	rḥq	rḥq[	/r-ḥ-q/	vb G	to go away	
135755	rḥq	rḥq/	rḥq	adj.	distant	
135756	ilm	il(I)/m	ỉl (I)	n.	god	
135757	ḥkpt	ḥkpt/	ḥkpt	TN	ḥkpt	
135758	l	l(I)	l (I)	prep.	to	
135758	l	l(II)	l (II)	adv.	no	
135758	l	l(III)	l (III)	functor	certainly	
135759	rḥq	rḥq[	/r-ḥ-q/	vb G	to go away	
135759	rḥq	rḥq/	rḥq	adj.	distant	
135760	ilnym	ilny/m	ỉlny	adj. or n.	divine one	
# KTU 1.1 III:20						
135761	ṯn	ṯn(I)/	ṯn (I)	num.	two	
135761	ṯn	ṯn(II)/	ṯn (II)	num./adj.	second	
135761	ṯn	ṯn(III)/	ṯn (III)	n.	crimson (cloth, wool, purple)	
135762	mṯpdm	mṯpd/m	mṯpd	n. du.	layer	
135763	tḥt	tḥt(I)	tḥt (I)	prep.	under	
135764	ˤnt	ˤn(I)/t=	ʕn (I)	n.	eye	
135764	ˤnt	ˤn(t(I)/t	ʕnt (I)	DN	ʿAnatu/Anat	
135764	ˤnt	ˤnt(II)	ʕnt (II)	adv.	now	
135765	arṣ	arṣ/	ảrṣ	n.	earth	
135766	ṯlṯ	ṯlṯ(I)/	ṯlṯ (I)	n. num.	three	
135766	ṯlṯ	ṯlṯ(V)/	ṯlṯ (V)	n.	copper	
135766	ṯlṯ	ṯlṯ(II)/	ṯlṯ (II)	adj. ord. num.	third	
135767	mtḥ	mtḥ/	mtḥ	n.	to be long	
# KTU 1.1 III:21						
135768	ġyrm	ġyr/m	ġyr	n.	depth	
135769	idk	idk	ỉdk	narrative adv. functor	then	
135770	l	l(I)	l (I)	prep.	to	
135770	l	l(II)	l (II)	adv.	no	
135770	l	l(III)	l (III)	functor	certainly	
135771	ytn	!y!(ytn[	/y-t-n/	vb G	to give	
135772	pnm	pn(m/m	pnm	n. pl. tant.	face	
135773	ˤm	ˤm(I)	ʕm (I)	prep.	to	
135774	lṭpn	lṭpn/	lṭpn	adj.	Benevolent	
# KTU 1.1 III:22						
135775	il	il(I)/	ỉl (I)	n.	god	
135776	dpid	dpid				DULAT: NOT FOUND
135777	tk	tk/	tk	n.	centre	
135778	ḫršn	ḫršn(I)/	ḫršn (I)	n.	(divine) mountain	
135779	ġr	ġr(I)/	ġr (I)	n.	mountain	
135779	ġr	ġr(III)/	ġr (III)	n.	skin	
135780	ks	ks(I)/	ks (I)	n.	cup	
135780	ks	ks/	ks/śm(n)	n.	emmer-corn	
# KTU 1.1 III:23						
135781	ygly	!y!](n]gly[	/g-l-y/	vb G/N	to present oneself	
135782	ḏd	ḏd(I)/	ḏd (I)	n.	breast	
135782	ḏd	ḏd(III)/	ḏd (III)	n.	flock	
135783	il	il(I)/	ỉl (I)	n.	god	
135784	w	w	w	conj.	and	
135785	ybu	!y!b(ʔ[&u	/b-ʔ/	vb G	to enter	
135786	qrš	qrš/	qrš	n.	private room	
135787	mlk	mlk[	/m-l-k/	vb G	to reign	
135787	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
# KTU 1.1 III:24						
135788	ab	ab/	ảb	n.	father	
135789	šnm	šnm/	šnm	DN	Šunama/Shunama/second member of the double-barrelled divine name ṯkmn w šnm, origin unknown	
135789	šnm	šnw[+m(I)	/š-n-w/	vb	to change: a) reflex.	
135790	lpˤn	lpˤn				DULAT: NOT FOUND
135791	il	il(I)/	ỉl (I)	n.	god	
135792	yhbr	!y!hbr[	/h-b-r/	vb G	to bow	
135793	w	w	w	conj.	and	
135794	yql	!y!ql[	/q-l/	vb G	to fall (down)	
# KTU 1.1 III:25						
135795	yštḥwy	!y!]š]]t]ḥwy(II)[	/ḥ-w-y/ (II)	vb Št	to prostrate oneself	
135796	w	w	w	conj.	and	
135797	ykbdnh	!y!kbd[nh:d	/k-b-d/	vb D	to honour	
# KTU 1.1 III:26						
135798	ṯr	ṯr(I)/	ṯr (I)	n. m.	bull	
135799	il	il(I)/	ỉl (I)	DN	ʾIlu/Ilu/El	
135800	abh	ab/+h	ảb	n.	father	
# KTU 1.1 III:27						
135801	ḥš	ḥš(I)[	/ḥ-š/ (I)	vb G	to hurry	
135802	bhtm	bt(II)/	bt (II)	n.	house	
135803	tbnn	bny[n	/b-n-y/	vb G	to build	
135804	ḥš	ḥš(I)[	/ḥ-š/ (I)	vb G	to hurry	
135805	trmmn	!t!rmm[n:l	/r-m/	vb L	to go up	
135806	hklm	hkl/+m(I)	hkl	n.	palace	
# KTU 1.1 III:28						
135807	b	b	b	prep.	in	
135808	tk	tk/	tk	n.	centre	
135809						
# KTU 1.1 III:29						
135810	bn	bn(I)/	bn (I)	n.	son	
135810	bn	bn(II)	bn (II)	prep.	between	
135810	bn	bn[	/b-n/	vb G	to understand	
135811						
# KTU 1.1 III:30						
135812	ax	ax				DULAT: NOT FOUND
# KTU 1.1 IV:1						
135813	mrym	mrym/	mrym	n.	height	
135814	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 1.1 IV:2						
135815	gm	g/	g	n.	(loud) voice	
135815	gm	gm(II)	gm (II)	adv.	also	
135816	ṣḥ	ṣḥ[	/ṣ-ḥ/	vb G	to exclaim	
135817	l	l(I)	l (I)	prep.	to	
135817	l	l(III)	l (III)	functor	certainly	
135818	qr	qr(I)/	qr (I)	n.	source	
135818	qr	qr(II)/	qr (II)	n.	noise	
135818	qr	qr(III)/	qr (III)	n.	wall	
# KTU 1.1 IV:3						
135819	l	l(I)	l (I)	prep.	to	
135819	l	l(III)	l (III)	functor	certainly	
135820	rḥqm	rḥq/m	rḥq	adj.	distant	
135821	lp	?		?	?	DULAT: NOT FOUND
# KTU 1.1 IV:4						
135822	ṣḥ	ṣḥ[	/ṣ-ḥ/	vb G	to exclaim	
135823	il	il(I)/	ỉl (I)	n.	god	
135824	yṯb	!y!(yṯb[	/y-ṯ-b/	vb G	to sit down	
135825	b	b	b	prep.	in	
135826	mrzḥ	mrzḥ/	mrzḥ	n.	cultic association	
# KTU 1.1 IV:5						
135827	bṯt	bṯt(I)/	bṯt (I)	n.	shame	
135827	bṯt	bṯt(II)/	bṯt (II)	n.	evildoing woman	
135828	ˤllmn	ˤllmy/	ʕllmy	adj. or n.	eternal	
135829	k	+k	-k (I)			
135829	k	~k	-k (II)			
135829	k	k(III)	k (III)	Subordinating or completive functor	when	
135829	k	k(I)	k (I)	prep.	like	
135829	k	k(II)	k (II)	emph. functor	yes	
# KTU 1.1 IV:6						
135830	ilm	il(I)/m	ỉl (I)	n.	god	
135831	bt	bt(II)/	bt (II)	n.	house	
135831	bt	bt(I)/	bt (I)	n.	daughter	
135832	bˤlk	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
135833	x	x				
# KTU 1.1 IV:7						
135834	d	d	d	det. or rel. functor	the one(s) of	
135835	l	l(I)	l (I)	prep.	to	
135835	l	l(II)	l (II)	adv.	no	
135835	l	l(III)	l (III)	functor	certainly	
135836	ylkn	hlk[n	/h-l-k/	vb G	to go	
135837	ḥš	ḥš(I)[	/ḥ-š/ (I)	vb G	to hurry	
135838	b	b	b	prep.	in	
135839	arṣ	arṣ/	ảrṣ	n.	earth	
# KTU 1.1 IV:8						
135840	b	b	b	prep.	in	
135841	ˤpr	ˤpr(I)/	ʕpr (I)	n.	dust	
135842	ḫbl	ḫbl(I)/	ḫbl (I)	n.	ruins	
135843	ṭtm	ṭt/m	ṭt	n.	mud	
135844	x	x				
# KTU 1.1 IV:9						
135845	šqy	šqy[	/š-q-y/	vb G	to offer (something to) drink	
135846	rṯn	rṯn/	rṯn	n.	dirt	
135847	tnmy	tnmy/	tnmy	n.	overflow	
135848	ytn	!y!(ytn[	/y-t-n/	vb G	to give	
135849	ks	ks(I)/	ks (I)	n.	cup	
135849	ks	ks/	ks/śm(n)	n.	emmer-corn	
135850	b	b	b	prep.	in	
135851	yd	yd(I)/	yd (I)	n.	hand	
# KTU 1.1 IV:10						
135852	krpn	krpn/	krpn	n.	cup	
135853	b	b	b	prep.	in	
135854	klat	kla(t/t	klảt(n)	n. f.	both	
135855	yd	yd(I)/	yd (I)	n.	hand	
135856	x	x				
# KTU 1.1 IV:11						
135857	k	+k	-k (I)			
135857	k	~k	-k (II)			
135857	k	k(III)	k (III)	Subordinating or completive functor	when	
135857	k	k(I)	k (I)	prep.	like	
135857	k	k(II)	k (II)	emph. functor	yes	
135858	mll	mll/	mll	n.	waste	
135859	k	+k	-k (I)			
135859	k	~k	-k (II)			
135859	k	k(III)	k (III)	Subordinating or completive functor	when	
135859	k	k(I)	k (I)	prep.	like	
135859	k	k(II)	k (II)	emph. functor	yes	
135860	ḥṣ	ḥṣ/	ḥṣ	n.	gravel	
135861	tusp	ʔsp[p:pass	/ʔ-s-p/	vb Gpass	to gather	
# KTU 1.1 IV:12						
135862	tgr	!t!gr[:d	/g-r(-y)/	vb tD	to attack	
135863	il	il(I)/	ỉl (I)	n.	god	
135864	bnh	bn(I)/+h	bn (I)	n.	son	
135865	ṯr	ṯr(I)/	ṯr (I)	n.	bull	
135866						
# KTU 1.1 IV:13						
135867	w	w	w	conj.	and	
135868	yˤn	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G	to answer	
135868	yˤn	!y!ˤn[:d	/ʕ-n/	vb G/D	to see	
135868	yˤn	!y!ˤn(w[:pass	/ʕ-n-w/	vb G/Dpass	to be / remain depressed	
135869	lṯpn	lṯpn				DULAT: NOT FOUND
135870	il	il(I)/	ỉl (I)	n.	god	
135871	d	d	d	det. or rel. functor	the one(s) of	
135872	pid	pid/	pỉd	n.	heart	
# KTU 1.1 IV:14						
135873	šm	šm(I)/	šm (I)	n.	name	
135874	bny	bn(I)/+y	bn (I)	n.	son	
135874	bny	bny[	/b-n-y/	vb G	to build	
135874	bny	bny/	bny	n.	architect	
135875	yw	yw/	yw	DN	alternative (ancient?) name of the god ym	
135876	ilt	ilt(I)/	ỉlt (I)	n.	goddess	
# KTU 1.1 IV:15						
135877	w	w	w	conj.	and	
135878	pˤr	pˤr[	/p-ʕ-r/	vb G	to open one’s mouth	
135879	šm	šm(I)/	šm (I)	n.	name	
135880	ym	ym(I)/	ym (I)	n.	day	
135880	ym	ym(II)/	ym (II)	n.	sea	
# KTU 1.1 IV:16						
135881	tˤnyn	!t!ˤny(I)[n	/ʕ-n-y/ (I)	vb G	to answer	
135882	l	l(I)	l (I)	prep.	to	
135882	l	l(III)	l (III)	functor	certainly	
135883	zntn	znt/+n	znt	n.	sustenance	
135884						
# KTU 1.1 IV:17						
135885	at	at(I)	ảt (I)	pers. pn.	you	
135886	adn	adn(I)/	ảdn (I)	n.	lord	
