#---------------------------- KTU 1.164 1
155393	id	id	ỉd	conj.	when	
155394	ydbḥ	ydbḥ[	/d-b-ḥ/	vb	to sacrifice	
155395	mlk	mlk[;mlk(I);mlk(II)/	/m-l-k/;mlk (I);mlk (II)	vb;;n.	to reign, rule;king, sovereign;kingdom (power and territory)	
155396	bḫmn	bḫmn				DULAT: NOT FOUND
#---------------------------- KTU 1.164 2
155397	xxśx	xxśx				DULAT: NOT FOUND
155398	w	w	w	conj.	and	
155399	šinm	šinm/	šỉn	n.	shoe, sandal(s)	
155400	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to, towards, up to;no, not;certainly, undoubtedly, yes	ambiguous DULAT candidates: 7 (showing top 3)
155401	yšt	yšt[;yšt[	/š-t-y/;/š-t/	vb;vb	to drink;to place, set, set up, leave	
#---------------------------- KTU 1.164 3
155402	id	id	ỉd	conj.	when	
155403	ydbḥ	ydbḥ[	/d-b-ḥ/	vb	to sacrifice	
155404	mlk	mlk[;mlk(I);mlk(II)/	/m-l-k/;mlk (I);mlk (II)	vb;;n.	to reign, rule;king, sovereign;kingdom (power and territory)	
155405	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to, towards, up to;no, not;certainly, undoubtedly, yes	ambiguous DULAT candidates: 7 (showing top 3)
155406	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
#---------------------------- KTU 1.164 4
155407	b	b;b(II)[;b/	b;/ʕ-r-b/ (II);lb	prep.;vb;n.	in; through, on; by, at; within, inside, in, to, against, between, upon; from; with, in; of, from among;to give a guarantee or pledge, stand surety for, leave a deposit;heart	ambiguous DULAT candidates: 6 (showing top 3)
155408	db	db/	db	n.	threshold	
155409	ap	ap(I);ap(II)/	ảp (I);ảp (II)	adv., conj.;n.	also, even, besides;nose	
155410	w	w	w	conj.	and	
155411	npš	npš(I)/;npš(II)/	npš (I);npš (II)	n.;n.	throat, fauces;red wool	
155412	ksp	ksp/	ksp	n.	silver	
#---------------------------- KTU 1.164 5
155413	w	w	w	conj.	and	
155414	ḫrṣ	ḫrṣ/	ḫrṣ	n.	gold	
155415	kmm	kmm;kmm	kmm;km	adv.;	ditto, in the same amount;like	
155416	alp	alp(I)/;alp(II)/	ảlp (I);ảlp (II)	n.;num.	(head of) cattle;(one, a) thousand	
155417	w	w	w	conj.	and	
155418	š	š/;š[;š(II)/	š;/š-l-m/;šrt (II)	n.;vb;n.	ram;to be well, do well, be in peace;?	
#---------------------------- KTU 1.164 6
155419	šrp	šrp/	šrp	n.	burnt sacrifice, burnt offering, holocaust	
155420	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to, towards, up to;no, not;certainly, undoubtedly, yes	ambiguous DULAT candidates: 7 (showing top 3)
155421	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
155422	w	w	w	conj.	and	
155423	šlmm	šlmm(II)/	šlm (II)	n.	communion victim / sacrifice, ‘peace-offering’	
#---------------------------- KTU 1.164 7
155424	kmm	kmm;kmm	kmm;km	adv.;	ditto, in the same amount;like	
155425	š	š/;š[;š(II)/	š;/š-l-m/;šrt (II)	n.;vb;n.	ram;to be well, do well, be in peace;?	
155426	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to, towards, up to;no, not;certainly, undoubtedly, yes	ambiguous DULAT candidates: 7 (showing top 3)
155427	il	il(I)/	ỉl (I)	n.	god	
155428	šrp	šrp/	šrp	n.	burnt sacrifice, burnt offering, holocaust	
#---------------------------- KTU 1.164 8
155429	w	w	w	conj.	and	
155430	šlmm	šlmm(II)/	šlm (II)	n.	communion victim / sacrifice, ‘peace-offering’	
155431	kmm	kmm;kmm	kmm;km	adv.;	ditto, in the same amount;like	
155432	ʿṣrm	ˤṣrm				DULAT: NOT FOUND
#---------------------------- KTU 1.164 9
155433	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to, towards, up to;no, not;certainly, undoubtedly, yes	ambiguous DULAT candidates: 7 (showing top 3)
155434	šmn	šmn(I)/;šmn(II)/	šmn (I);šmn (II)	n.;adj.	oil;fat, fatling	
#---------------------------- KTU 1.164 10
155435	w	w	w	conj.	and	
155436	ʿlm	ˤlm(I)/;ˤlm(I);ˤlm(II)	ʕlm (I);ʕl (I);ʕl (II)	n.;prep.;adv.	eternity, perpetuity;upon, on top of;above, on top	ambiguous DULAT candidates: 4 (showing top 3)
155437	b	b;b(II)[;b/	b;/ʕ-r-b/ (II);lb	prep.;vb;n.	in; through, on; by, at; within, inside, in, to, against, between, upon; from; with, in; of, from among;to give a guarantee or pledge, stand surety for, leave a deposit;heart	ambiguous DULAT candidates: 6 (showing top 3)
155438	qr	qr(I)/;qr(II)/;qr(III)/	qr (I);qr (II);qr (III)	n.;n.;n.	source, spring;noise;wall	
#---------------------------- KTU 1.164 11
155439	yph	yph[	/p-h-y/	vb	to see, espy	
155440	mlk	mlk[;mlk(I);mlk(II)/	/m-l-k/;mlk (I);mlk (II)	vb;;n.	to reign, rule;king, sovereign;kingdom (power and territory)	
#---------------------------- KTU 1.164 12
155441	xxt	xxt				DULAT: NOT FOUND
155442	w	w	w	conj.	and	
#---------------------------- KTU 1.164 13
155443	xxtql	xxtql				DULAT: NOT FOUND
155444	ḫmš	ḫmš(I)/;ḫmš(II)/	ḫmš (I);ḫmš (II)	n. num.;adj.	five;fifth	
#---------------------------- KTU 1.164 14
155445	ʿšrh	ˤšrh				DULAT: NOT FOUND
155446	npš	npš(I)/;npš(II)/	npš (I);npš (II)	n.;n.	throat, fauces;red wool	
155447	w	w	w	conj.	and	
155448	str	str				DULAT: NOT FOUND
#---------------------------- KTU 1.164 15
155449	xnxxxšbʿ	xnxxxšbˤ				DULAT: NOT FOUND
155450	kbkbm	kbkbm/	kbkb	n.	heavenly body, star	
#---------------------------- KTU 1.164 16
155451	w	w	w	conj.	and	
155452	ṯlṯm	ṯlṯm/;ṯlṯm(I)/	ṯlṯm;ṯlṯ (I)	num.;n. num.	thirty;three	
155453	ḫrṣ	ḫrṣ/	ḫrṣ	n.	gold	
#---------------------------- KTU 1.164 17
155454	riš	riš(I)/	rỉš (I)	n.	head	
155455	axxm	axxm				DULAT: NOT FOUND
155456	ḫmš	ḫmš(I)/;ḫmš(II)/	ḫmš (I);ḫmš (II)	n. num.;adj.	five;fifth	
#---------------------------- KTU 1.164 18
155457	ʿšrh	ˤšrh				DULAT: NOT FOUND
155458	sxx	sxx				DULAT: NOT FOUND
#---------------------------- KTU 1.164 19
155459	w	w	w	conj.	and	
155460	al	al(I);al(II)	ảl (I);ảl (II)	neg. functor;pos. functor	no; not;surely, yes	
155461	tṣu	tṣu[	/y-ṣ-ʔ/	vb	to go out, appear	
155462	yṣu	yṣu(I)/;yṣu[	yṣủ (I);/y-ṣ-ʔ/	n.;vb	exit, departure;to go out, appear	
#---------------------------- KTU 1.164 20
155463	w	w	w	conj.	and	
155464	ḥlt	ḥlt(I)/;ḥlt(II)/;ḥlt(II)/	ḥlt (I);ḥlt (II);ḥl (II)	MN;n.;adj.	phoenix;desacralisation;desacralised, ‘free’	
