id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.112 1						
153585	b	b	b	prep.	in	
153586	yrḫ	yrḫ/	yrḫ	n.	moon	
153587	ḫyr	ḫyr/	ḫyr	MN	aller de ci de là	
153588	b	b	b	prep.	in	
153589	ym	ym(I)/	ym (I)	n.	day	
153589	ym	ym(II)/	ym (II)	n.	sea	
# KTU 1.112 2						
153590	ḥdṯ	ḥdṯ(II)/	ḥdṯ (II)	n.	new moon	
153590	ḥdṯ	ḥdṯ(I)/	ḥdṯ (I)	adj.	new	
153591	ḫḏrġl	ḫḏrġl/	ḫḏrġl	n.	assistant	
153592	xxxx	xxxx				
# KTU 1.112 3						
153593	ṯn	ṯn(I)/	ṯn (I)	num.	two	
153593	ṯn	ṯn(II)/	ṯn (II)	num./adj.	second	
153593	ṯn	ṯn(III)/	ṯn (III)	n.	crimson (cloth, wool, purple)	
153594	šm	š/m	š	n. du.	ram	
153594	šm	šm(I)/	šm (I)	n.	name	
153595	ḫmnh	ḫmn(I)/h	ḫmn (I)	n.	chapel	
153596	w	w	w	conj.	and	
153597	ṯql	ṯql/	ṯql	n.	shekel	
# KTU 1.112 4						
153598	ksp	ksp/	ksp	n.	silver	
153599	w	w	w	conj.	and	
153600	ṣˤ	ṣˤ(I)/	ṣʕ (I)	n.	plate / wide bowl / platter	
153601	rgbt	rgbt/	rgbt	n.	respect	
153602	l	l(I)	l (I)	prep.	to	
153603	bˤlt	bˤlt/	bʕlt	n.	lady	
# KTU 1.112 5						
153604	bht	bt(II)/	bt (II)	n.	house	
153605	m	l(I)	l (I)	prep.	to	
153606	šˤṣrm	šˤṣrm				DULAT: NOT FOUND
153607	linš	linš				DULAT: NOT FOUND
# KTU 1.112 6						
153608	ilm	il(I)/m	ỉl (I)	n.	god	
153609	w	w	w	conj.	and	
153610	bn	bn(I)/	bn (I)	n.	son	
153610	bn	bn(II)	bn (II)	prep.	between	
153610	bn	bn[	/b-n/	vb G	to understand	
153611	mlk	mlk[	/m-l-k/	vb G	to reign	
153611	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
153612	wbnt	wbnt				DULAT: NOT FOUND
# KTU 1.112 7						
153613	mlk	mlk[	/m-l-k/	vb G	to reign	
153613	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
153614	ttˤln	ttˤln				DULAT: NOT FOUND
