id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.98 1						
160145	xxx	xxx				
160146	xxxy	xxxy				DULAT: NOT FOUND
160147	rgm	rgm[	/r-g-m/	vb G	to say	
160147	rgm	rgm/	rgm	n.	word	
# KTU 2.98 2						
160148	xxx	xxx				
160149	xxx	xxx				
160150	ṯnidy	ṯnid	ṯnỉd	adv.	twice	
# KTU 2.98 3						
160151	xxxxxt	xxxxxt				DULAT: NOT FOUND
160152	hlk	hlk[	/h-l-k/	vb G	to go	
160152	hlk	hlk(I)/	hlk (I)	n.	walk	
160152	hlk	hlk(II)	hlk (II)	deictic adv. functor	behold!	
# KTU 2.98 4						
160153	xxxx	xxxx				
160154	l	l(I)	l (I)	prep.	to	
160154	l	l(III)	l (III)	functor	certainly	
160155	anzḫ	anzḫ/	ảnzḫ	TN	ảnzḫ	
# KTU 2.98 5						
160156	xxxnkm	xxxnkm				DULAT: NOT FOUND
160157	ˤbdk	ˤbd(I)/+k	ʕbd (I)	n. du.	servant	
# KTU 2.98 6						
160158	atn	ytn[	/y-t-n/	vb G	to give	
160159	ḥmrm	ḥmr(I)/m	ḥmr (I)	n.	donkey	
# KTU 2.98 7						
160160	atn	ytn[	/y-t-n/	vb G	to give	
160161	ḫrd	ḫrd/	ḫrd	n.	(royal) guard	
160162	ˤmnh	ˤm(I)+h	ʕm (I)	prep.	to	
160162	ˤmnh	ˤm(I)+nh	ʕm (I)	prep.	to, ?	
# KTU 2.98 8						
160163	p	p(I)	p (I)	conj. functor	and	
160163	p	p(III)/	p (III)	n. m.	mouth	
160163	p	p(II)	p (II)	adv.	here	
160164	rgm	rgm[	/r-g-m/	vb G	to say	
160164	rgm	rgm/	rgm	n.	word	
160165	špš	špš/	špš	n.	sun	
160166	mlk	mlk[	/m-l-k/	vb G	to reign	
160166	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
160167	rb	rb(II)/	rb (II)	n.	chief	
160167	rb	rb(I)/	rb (I)	adj.	great	
160167	rb	rb/	rb(b)	n.	drizzle	
# KTU 2.98 9						
160168	bˤly	bˤl(II)/y	bʕl (II)	n./DN	Baʿlu/Baal	
160169	aṯṯb	aṯṯb				DULAT: NOT FOUND
160170	w	w	w	conj.	and	
160171	ml	ml	ml	?	?	
# KTU 2.98 10						
160172	ap	ap(I)	ảp (I)	adv./conj.	also	
160172	ap	ap(II)/	ảp (II)	n. m.	nose	
