id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.24 1						
157083	l	l(I)	l (I)	prep.	to	
157084	mlkt	mlkt/	mlkt	n.	queen	
# KTU 2.24 2						
157085	adty	adt/+y	ảdt	n.	lady	
157086	rgm	rgm[	/r-g-m/	vb G	to say	
157086	rgm	rgm/	rgm	n.	word	
# KTU 2.24 3						
157087	tḥm	tḥm/	tḥm	n.	message	
157088	illḏr	illḏr				DULAT: NOT FOUND
# KTU 2.24 4						
157089	ˤbdk	ˤbd(I)/+k	ʕbd (I)	n. du.	servant	
# KTU 2.24 5						
157090	l	l(I)	l (I)	prep.	to	
157091	pˤn	pˤn/	pʕn	n. f.	at the feet of	
157092	adty	adt/+y	ảdt	n.	lady	
# KTU 2.24 6						
157093	šbˤd	šbˤd	šbʕ(ỉ)d	adv.	seven times	
157094	w	w	w	conj.	and	
157095	šbˤd	šbˤd	šbʕ(ỉ)d	adv.	seven times	
# KTU 2.24 7						
157096	mrḥqtm	mrḥqt/	mrḥqt	n.	distance	
157097	qlt	ql[t	/q-l/	vb G	to fall (down)	
# KTU 2.24 8						
157098	hlny	hlny	hlny	deictic adv. functor	behold	
157099	ˤmny	ˤm(I)+ny	ʕm (I)	prep.	to	
157099	ˤmny	ˤm(I)+y	ʕm (I)	prep.	to	
# KTU 2.24 9						
157100	kll	kll/	kll	n.	totality	
157101	šlm	šlm(I)/	šlm (I)	n.	peace	
157101	šlm	šlm[:d	/š-l-m/	vb G/D	to be well	
157101	šlm	šlm(III)/	šlm (III)	adj.	pure	
# KTU 2.24 10						
157102	ṯmny	ṯm	ṯm	adv.	there	
157103	ˤm	ˤm(I)	ʕm (I)	prep.	to	
157104	adty	adt/+y	ảdt	n.	lady	
# KTU 2.24 11						
157105	mnm	mnm	mnm	indef. pn.	any(thing)	
157106	šlm	šlm(I)/	šlm (I)	n.	peace	
157106	šlm	šlm[:d	/š-l-m/	vb G/D	to be well	
157106	šlm	šlm(III)/	šlm (III)	adj.	pure	
# KTU 2.24 12						
157107	rgm	rgm[	/r-g-m/	vb G	to say	
157107	rgm	rgm/	rgm	n.	word	
157108	ṯṯb	]š]ṯb[b	/ṯ-b/	vb Š	to return	
157109	ly	l(I)+y	l (I)	prep.	to	
