id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.13 1						
156654	l	l(I)	l (I)	prep.	to	
156655	mlkt	mlkt/	mlkt	n.	queen	
# KTU 2.13 2						
156656	adtumy	adtumy				DULAT: NOT FOUND
156657	rgm	rgm[	/r-g-m/	vb G	to say	
156657	rgm	rgm/	rgm	n.	word	
# KTU 2.13 3						
156658	tḥm	tḥm/	tḥm	n.	message	
156659	mlk	mlk[	/m-l-k/	vb G	to reign	
156659	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
# KTU 2.13 4						
156660	bnk	bn(I)/+k	bn (I)	n.	son	
# KTU 2.13 5						
156661	l	l(I)	l (I)	prep.	to	
156662	pˤn	pˤn/	pʕn	n. f.	at the feet of	
156663	umy	um/y	ủm	n.	mother	
# KTU 2.13 6						
156664	qlt	ql[t	/q-l/	vb G	to fall (down)	
156665	l	l(I)	l (I)	prep.	to	
156665	l	l(III)	l (III)	functor	certainly	
156666	umy	um/y	ủm	n.	mother	
# KTU 2.13 7						
156667	yšlm	!y!šlm[	/š-l-m/	vb G	to be well	
156668	ilm	il(I)/m	ỉl (I)	n.	god	
# KTU 2.13 8						
156669	tġrk	nġr[k	/n-ġ-r/	vb G	to protect	
156670	tšlmk	!t!šlm[k:d	/š-l-m/	vb D	to be well	
# KTU 2.13 9						
156671	hlnky	hlnky				DULAT: NOT FOUND
156672	ˤmny	ˤm(I)+ny	ʕm (I)	prep.	to	
156672	ˤmny	ˤm(I)+y	ʕm (I)	prep.	to	
# KTU 2.13 10						
156673	kll	kll/	kll	n.	totality	
156674	šlm	šlm(I)/	šlm (I)	n.	peace	
156674	šlm	šlm[:d	/š-l-m/	vb G/D	to be well	
156674	šlm	šlm(III)/	šlm (III)	adj.	pure	
# KTU 2.13 11						
156675	ṯmny	ṯm	ṯm	adv.	there	
156676	ˤm	ˤm(I)	ʕm (I)	prep.	to	
156677	umy	um/y	ủm	n.	mother	
# KTU 2.13 12						
156678	mnm	mnm	mnm	indef. pn.	any(thing)	
156679	šlm	šlm(I)/	šlm (I)	n.	peace	
156679	šlm	šlm[:d	/š-l-m/	vb G/D	to be well	
156679	šlm	šlm(III)/	šlm (III)	adj.	pure	
# KTU 2.13 13						
156680	w	w	w	conj.	and	
156681	rgm	rgm[	/r-g-m/	vb G	to say	
156681	rgm	rgm/	rgm	n.	word	
156682	ṯṯb	]š]ṯb[b	/ṯ-b/	vb Š	to return	
156683	ly	l(I)+y	l (I)	prep.	to	
# KTU 2.13 14						
156684	bm	b	b	prep.	in	
156685	tyndr	tyndr				DULAT: NOT FOUND
# KTU 2.13 15						
156686	iṯt	iṯt	ỉṯt	?	?	
156687	ˤmn	ˤm(I)+n	ʕm (I)	prep.	to	
156688	mlkt	mlkt/	mlkt	n.	queen	
# KTU 2.13 16						
156689	w	w	w	conj.	and	
156690	rgmy	rgm/y	rgm	n.	word	
156691	l	l(I)	l (I)	prep.	to	
156691	l	l(III)	l (III)	functor	certainly	
# KTU 2.13 17						
156692	qḥlqt	qḥlqt				DULAT: NOT FOUND
156693	w	w	w	conj.	and	
156694	pn	pn(m/	pnm	n. pl. tant.	face	
# KTU 2.13 18						
156695	mlk	mlk[	/m-l-k/	vb G	to reign	
156695	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
156696	nr	nr/	nr	n.	sheen	
156696	nr	nr[	/n-r/	vb G	to shine	
156697	bn	b	b	prep.	in	
156697	bn	bn(I)/	bn (I)	n.	son	
156697	bn	bn(II)	bn (II)	prep.	between	
