#---------------------------- KTU 1.79 1
149898	xxxb	?	?	?	?	DULAT: NOT FOUND
149899	gt	gt/	gt	n./element of TNN	gittu
149900	nṯṯ	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.79 2
149901	xxxx	?	?	?	?
149902	šh	š/	š	n.	ram
149903	wl	?	?	?	?	DULAT: NOT FOUND
149904	ytn	ytn[	/y-t-n/	vb	to give
149905	ḫsn	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.79 3
149906	ˤbd	ˤbd(I)/	ʕbd (I)	n.	servant
149907	ulm	ul/+m(I);ul/+m(II)	ủl,-m (I);ủl,-m (II)	n.,morph.;n.,emph. or det. encl. morph.	(military) force,;(military) force,und das (ist) so!
149908	ṯn	ṯn(I)/	ṯn (I)	num.	two
149909	un	un/	ủn	n.	grief
149910	ḫsn	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.79 4
149911	gdy	gd(I)/	gd (I)	n.	coriander
149912	lqḥ	lqḥ[	/l-q-ḥ/	vb	to get hold of
149913	ṣtqn	ṣdqn/	ṣdqn	PN	ṣdqn
149914	gt	gt/	gt	n./element of TNN	gittu
149915	bn	bn(I)/;bn(II);bn[	bn (I);bn (II);/b-n/	n.;prep.;vb	son;between;to understand
149916	ndk	nd[+k(I)	/n-d(-y)/,-k (I)	vb,pers. pn./morph.	to throw,your(s)
#---------------------------- KTU 1.79 5
149917	u	u	ủ	conj.	or
149918	mru	mru(III)/	mrủ (III)	n.	chief groom
149919	xx	?	?	?	?
149920	gt	gt/	gt	n./element of TNN	gittu
149921	nṯṯ	?	?	?	?	DULAT: NOT FOUND
149922	ḫsn	?	?	?	?	DULAT: NOT FOUND
149923	lytn	lyt/+n(I);lyt/+n(II);lyt/+n(III)	lyt,-n (I);lyt,-n (II);lyt,-n (III)	n.,morph.;n.,pers. pn./morph./vb;n.,pers. pn./morph.	retinue,Sun;retinue,me;retinue,our
#---------------------------- KTU 1.79 6
149924	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
149925	rḥ	rḥ(I)/;rḥ(II)/	rḥ (I);rḥ (II)	n.;n.	wind;aroma
149926	gt	gt/	gt	n./element of TNN	gittu
149927	lqḥ	lqḥ[	/l-q-ḥ/	vb	to get hold of
149928	ṣtqn	ṣdqn/	ṣdqn	PN	ṣdqn
#---------------------------- KTU 1.79 7
149929	bt	bt(II)/;bt(I)/;bt(III)/	bt (II);bt (I);bt (III)	n.;n.;n.	house;daughter;length
149930	qbṣ	qbṣ/	qbṣ	n.	clan
149931	ub	?	?	?	?	DULAT: NOT FOUND
149932	gt	gt/	gt	n./element of TNN	gittu
149933	ilštmˤ	?	?	?	?	DULAT: NOT FOUND
149934	dbḥ	dbḥ[;dbḥ/	/d-b-ḥ/;dbḥ	vb;n.	to sacrifice;sacrifice
149935	ṣtqn	ṣdqn/	ṣdqn	PN	ṣdqn
#---------------------------- KTU 1.79 8
149936	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
#---------------------------- KTU 1.79 9
149937	ršp	ršp/	ršp	DN	Rašap
