id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.55 1						
158548	ḥnn	lqḥ[+nn	/l-q-ḥ/	vb	to get hold of, ?	
158548	ḥnn	ḥnn(II)/	ḥnn (II)	PN	ḥnn (II)	
158548	ḥnn	ḥnn(I)/	ḥnn (I)	n.	kindness	
158549						
# KTU 2.55 2						
158550	ankm	ank	ảnk	pers. pn.	I	
# KTU 2.55 3						
158551	l	l(I)	l (I)	prep.	to	
158551	l	l(III)	l (III)	functor	certainly	
158552	bˤly	bˤl(II)/y	bʕl (II)	n./DN	Baʿlu/Baal	
# KTU 2.55 4						
158553	rgm	rgm[	/r-g-m/	vb G	to say	
158553	rgm	rgm/	rgm	n.	word	
# KTU 2.55 5						
158554	xlk	xlk				DULAT: NOT FOUND
# KTU 2.55 6						
158555	xt	xt				DULAT: NOT FOUND
# KTU 2.55 7						
158556	x	x				
