id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.21 1						
156904	tḥm	tḥm/	tḥm	n.	message	
156905	mlk	mlk[	/m-l-k/	vb G	to reign	
156905	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
156906	amr	amr(I)/	ảmr (I)	n.	order	
# KTU 2.21 2						
156907	l	l(I)	l (I)	prep.	to	
156908	mlkt	mlkt/	mlkt	n.	queen	
156909	ugrt	ugrt/	ủgrt	TN	Ugarit	
# KTU 2.21 3						
156910	aḫty	aḫt(I)/+y	ảḫt (I)	n.	sister (related by blood)	
156911	rgm	rgm[	/r-g-m/	vb G	to say	
156911	rgm	rgm/	rgm	n.	word	
# KTU 2.21 4						
156912	yšlm	!y!šlm[	/š-l-m/	vb G	to be well	
156913	lk	l(I)+k	l (I)	prep.	to	
# KTU 2.21 5						
156914	ilm	il(I)/m	ỉl (I)	n.	god	
156915	tšlmk	!t!šlm[k:d	/š-l-m/	vb D	to be well	
# KTU 2.21 6						
156916	tġrk	nġr[k	/n-ġ-r/	vb G	to protect	
# KTU 2.21 7						
156917	hlny	hlny	hlny	deictic adv. functor	behold	
156918	ibrkḏ	ibrkḏ/	ỉbrkḏ	PN	ỉbrkḏ	
# KTU 2.21 8						
156919	mkry	mkr/+y	mkr	n.	merchant	
156920	rgm	rgm[	/r-g-m/	vb G	to say	
156920	rgm	rgm/	rgm	n.	word	
156921	l	l(I)	l (I)	prep.	to	
156921	l	l(III)	l (III)	functor	certainly	
156922	skn	skn(I)/	s:śkn (I)	n.	prefect	
156923	gt	gt/	gt	n./element of TNN	gittu	
# KTU 2.21 9						
156924	mlkt	mlkt/	mlkt	n.	queen	
156925	ugrt	ugrt/	ủgrt	TN	Ugarit	
# KTU 2.21 10						
156926	hnkt	hnk	hnk(t)	dem./pers. pn.	that	
156927	rgmt	rgm[t	/r-g-m/	vb G	to say	
# KTU 2.21 11						
156928	iky	iky	ỉky	interr. functor	what of?	
156929	l	l(I)	l (I)	prep.	to	
156929	l	l(II)	l (II)	adv.	no	
156929	l	l(III)	l (III)	functor	certainly	
156930	ilak	lʔk[k	/l-ʔ-k/	vb G	to send (a message)	
# KTU 2.21 12						
156931	ˤtn	ˤnt(II)	ʕnt (II)	adv.	now	
156931	ˤtn	ˤt/+n	ʕt	TN	ʿt	
156932	ˤmy	ˤm(I)+y	ʕm (I)	prep.	to	
# KTU 2.21 13						
156933	kl	kl/	kl	n.	totality (of)	
156934	šlm	šlm(I)/	šlm (I)	n.	peace	
156934	šlm	šlm[:d	/š-l-m/	vb G/D	to be well	
156934	šlm	šlm(III)/	šlm (III)	adj.	pure	
156935	w	w	w	conj.	and	
156936	lm	l(I)	l (I)	prep.	to	
# KTU 2.21 14						
156937	xxxk	xxxk				DULAT: NOT FOUND
156938	ˤmk	ˤm(II)/+k	ʕm (II)	n.	lineage	
# KTU 2.21 15						
156939	xxšlm	xxšlm				DULAT: NOT FOUND
156940	kspy	ksp/+y	ksp	n.	silver	
# KTU 2.21 16						
156941	ṯṯ	ṯṯ/	ṯṯ	n. num.	six	
156942	mat	mit/	mỉt	n.	a hundred	
156943	ˤmnkm	ˤm(I)+km	ʕm (I)	prep.	to	
# KTU 2.21 17						
156944	w	w	w	conj.	and	
156945	l	l(I)	l (I)	prep.	to	
156945	l	l(III)	l (III)	functor	certainly	
156946	atnnk	atnnk				DULAT: NOT FOUND
# KTU 2.21 18						
156947	w	w	w	conj.	and	
156948	l	l(I)	l (I)	prep.	to	
156948	l	l(III)	l (III)	functor	certainly	
156949	mlkm	mlk(I)	mlk (I)		king	
# KTU 2.21 19						
156950	lxxxldk	lxxxldk				DULAT: NOT FOUND
# KTU 2.21 20						
156951	hxxxxm	hxxxxm				DULAT: NOT FOUND
# KTU 2.21 21						
156952	txxxxx	txxxxx				DULAT: NOT FOUND
156953	titṯm	titṯm				DULAT: NOT FOUND
# KTU 2.21 22						
156954	hxxxxxb	hxxxxxb				DULAT: NOT FOUND
156955	ḫt	ḫt[	/ḫ-t(-t)/	vb G	to break	
# KTU 2.21 23						
156956	bxxxxxtlk	bxxxxxtlk				DULAT: NOT FOUND
# KTU 2.21 24						
156957	xxxxxxtitṯm	xxxxxxtitṯm				DULAT: NOT FOUND
# KTU 2.21 25						
156958	xxxxxxm	xxxxxxm				DULAT: NOT FOUND
# KTU 2.21 26						
156959	xxxxxx	xxxxxx				
# KTU 2.21 27						
156960	xxxxxx	xxxxxx				
# KTU 2.21 28						
156961	xxxxxxy	xxxxxxy				DULAT: NOT FOUND
# KTU 2.21 29						
156962	xxxxxxxt	xxxxxxxt				DULAT: NOT FOUND
# KTU 2.21 30						
156963	xxxxxxxx	xxxxxxxx				
# KTU 2.21 31						
156964	w	w	w	conj.	and	
156965	hxx	hxx				DULAT: NOT FOUND
