id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.63 1						
149384	ˤ	?	?	?	?	
# KTU 1.63 2						
149385	idk	idk	ỉdk	narrative adv. functor	then	
# KTU 1.63 3						
149386	xty	xty				DULAT: NOT FOUND
# KTU 1.63 4						
149387	hr	hr(II)/	hr (II)	n.	conception	
# KTU 1.63 5						
149388	ḫdn	ḫdn				DULAT: NOT FOUND
# KTU 1.63 6						
149389	bšry	bšr/+y	bšr	n.	flesh	
149389	bšry	bšr[+y	/b-š-r/	vb	to impart (good) news	
# KTU 1.63 7						
149390	kb	kb(I)/	kb (I)	adj.	sewn	
149390	kb	kb(II)/	kb (II)	n.	intestine(s)	
149390	kb	kb/	kb	PN	kb	
# KTU 1.63 8						
149391	xah	xah				DULAT: NOT FOUND
# KTU 1.63 9						
149392	bd	b	b	prep.	in	
# KTU 1.63 10						
149393	x	x				
149394	umtn	umt/	umt	n.	family	
# KTU 1.63 11						
149395	yh	!y!(yh[	/y-h(-y)/	vb G	to wane	
149396	w	w	w	conj.	and	
149397	nl	nl				DULAT: NOT FOUND
# KTU 1.63 12						
149398						
149399	bt	bt(II)/	bt (II)	n.	house	
149399	bt	bt(I)/	bt (I)	n.	daughter	
149400	bˤs	bˤs				DULAT: NOT FOUND
# KTU 1.63 13						
149401	xy	xy				DULAT: NOT FOUND
# KTU 1.63 14						
149402	nt	nt				DULAT: NOT FOUND
